# N=1000000000 D=10000 squarefree_d=6083 time=27.9s (table 13.2s)
# pi_2(N)=3424506  x/log^2x=2328539.5
# sum_{d<=D sqfree} |Lambda_d| = 5663877  ratio to x/log^2x = 2.4324  ratio to pi_2 = 1.6539
# max |Lambda_d|/A_d = 5.145e-3 at d=9598   max |Lambda_d| = 26570 at d=5
# d	omega	A_d	Lambda_d	Lambda_d/A_d	Lambda_d*sqrt(d/x)
3263	2	1225865	626	5.107e-4	1.1308
3265	2	1225114	-1543	-1.259e-3	-2.7881
3266	3	1224739	-952	-7.773e-4	-1.7205
3269	2	1223615	-1298	-1.061e-3	-2.3468
3270	4	2446483	290	1.185e-4	0.5244
3271	1	611433	-544	-8.897e-4	-0.9839
3273	2	1222121	1030	8.428e-4	1.8634
3274	2	610873	312	5.107e-4	0.5645
3277	2	1220629	-862	-7.062e-4	-1.5604
3278	3	1220257	-1450	-1.188e-3	-2.6253
3279	2	1219885	-110	-9.017e-5	-0.1992
3281	2	1219141	-504	-4.134e-4	-0.9129
3282	3	1218769	-1844	-1.513e-3	-3.3406
3286	3	1217286	645	5.299e-4	1.1692
3287	2	1216914	107	8.793e-5	0.1940
3289	3	2432349	1178	4.843e-4	2.1364
3290	4	2431612	-2839	-1.168e-3	-5.1495
3291	2	1215437	820	6.747e-4	1.4876
3293	2	1214698	-2451	-2.018e-3	-4.4477
3295	2	1213961	-308	-2.537e-4	-0.5591
3297	3	2426449	-1052	-4.336e-4	-1.9102
3298	3	1212857	-1124	-9.267e-4	-2.0412
3299	1	606245	-370	-6.103e-4	-0.6720
3301	1	605877	938	1.548e-3	1.7042
3302	3	1211387	-550	-4.540e-4	-0.9994
3305	2	1210287	1990	1.644e-3	3.6178
3306	4	2419843	-448	-1.851e-4	-0.8146
3307	1	604777	-42	-6.945e-5	-0.0764
3309	2	1208825	-494	-4.087e-4	-0.8986
3310	3	1208459	836	6.918e-4	1.5210
3311	3	2416189	738	3.054e-4	1.3429
3313	1	603683	1450	2.402e-3	2.6392
3314	2	603501	-742	-1.229e-3	-1.3508
3315	4	4826545	-606	-1.256e-4	-1.1034
3317	2	1205909	-698	-5.788e-4	-1.2712
3318	4	2411092	-239	-9.913e-5	-0.4353
3319	1	602591	-784	-1.301e-3	-1.4283
3322	3	1204094	-1851	-1.537e-3	-3.3737
3323	1	601865	86	1.429e-4	0.1568
3326	2	601323	-438	-7.284e-4	-0.7988
3327	2	1202285	-872	-7.253e-4	-1.5905
3329	1	600781	212	3.529e-4	0.3868
3331	1	600421	-636	-1.059e-3	-1.1608
3333	3	2400241	2646	1.102e-3	4.8307
3334	2	599881	488	8.135e-4	0.8911
3335	3	2398802	1393	5.807e-4	2.5439
3337	2	1198682	-577	-4.814e-4	-1.0540
3338	2	599161	104	1.736e-4	0.1900
3341	2	1197246	405	3.383e-4	0.7403
3342	3	1196889	-990	-8.271e-4	-1.8098
3343	1	598265	518	8.658e-4	0.9471
3345	3	2391629	-2994	-1.252e-3	-5.4758
3346	3	1195458	-1429	-1.195e-3	-2.6139
3347	1	597551	-130	-2.176e-4	-0.2378
3349	2	1194387	-292	-2.445e-4	-0.5344
3351	2	1193674	-299	-2.505e-4	-0.5473
3353	2	1192961	-1388	-1.163e-3	-2.5416
3354	4	2385212	-2193	-9.194e-4	-4.0162
3355	3	2384500	-2755	-1.155e-3	-5.0462
3358	3	1191186	-719	-6.036e-4	-1.3176
3359	1	595415	-506	-8.498e-4	-0.9274
3361	1	595061	602	1.012e-3	1.1036
3363	3	2378828	175	7.357e-5	0.3209
3365	2	1188707	-1382	-1.163e-3	-2.5351
3367	3	2376004	-1277	-5.375e-4	-2.3432
3369	2	1187295	414	3.487e-4	0.7599
3370	3	1186943	-2386	-2.010e-3	-4.3801
3371	1	593295	-430	-7.248e-4	-0.7895
3373	1	592943	-612	-1.032e-3	-1.1240
3374	3	1185537	436	3.678e-4	0.8009
3377	2	1184482	19	1.604e-5	0.0349
3378	3	1184133	1194	1.008e-3	2.1945
3379	2	1183782	-67	-5.660e-5	-0.1232
3382	3	1182733	160	1.353e-4	0.2942
3383	2	1182382	-205	-1.734e-4	-0.3771
3385	2	1181683	252	2.133e-4	0.4636
3386	2	590667	36	6.095e-5	0.0662
3387	2	1180986	737	6.241e-4	1.3564
3389	1	590145	304	5.151e-4	0.5596
3390	4	2359883	-1080	-4.576e-4	-1.9885
3391	1	589797	612	1.038e-3	1.1270
3394	2	589275	182	3.089e-4	0.3353
3395	3	2356406	-1965	-8.339e-4	-3.6206
3397	2	1177510	873	7.414e-4	1.6090
3398	2	588581	-84	-1.427e-4	-0.1548
3399	3	2353633	-2644	-1.123e-3	-4.8746
3401	2	1176125	-1118	-9.506e-4	-2.0618
3403	2	1175434	-539	-4.586e-4	-0.9943
3405	3	2349486	-1287	-5.478e-4	-2.3749
3406	3	1174398	-673	-5.731e-4	-1.2420
3407	1	587027	98	1.669e-4	0.1809
3409	2	1173365	672	5.727e-4	1.2407
3410	4	2346042	-1031	-4.395e-4	-1.9039
3413	1	585995	662	1.130e-3	1.2230
3414	3	1171646	887	7.571e-4	1.6389
3415	2	1171302	-1429	-1.220e-3	-2.6408
3417	3	2341236	-1169	-4.993e-4	-2.1609
3418	2	585137	-620	-1.060e-3	-1.1462
3419	2	1169933	866	7.402e-4	1.6013
3421	2	1169249	-610	-5.217e-4	-1.1283
3422	3	1168906	-1323	-1.132e-3	-2.4474
3423	3	2337132	2249	9.623e-4	4.1610
3426	3	1167542	293	2.510e-4	0.5423
3427	2	1167202	303	2.596e-4	0.5609
3431	2	1165841	484	4.152e-4	0.8965
3433	1	582581	142	2.437e-4	0.2631
3434	3	1164822	1997	1.714e-3	3.7007
3435	3	2328967	-948	-4.070e-4	-1.7570
3437	2	1163806	-395	-3.394e-4	-0.7323
3439	2	1163129	678	5.829e-4	1.2573
3441	3	2324906	3187	1.371e-3	5.9119
3442	2	581057	-118	-2.031e-4	-0.2189
3443	2	1161778	721	6.206e-4	1.3378
3445	3	2322205	-428	-1.843e-4	-0.7944
3446	2	580383	-274	-4.721e-4	-0.5086
3449	1	579879	-140	-2.414e-4	-0.2600
3451	3	2318169	52	2.243e-5	0.0966
3453	2	1158413	1566	1.352e-3	2.9100
3454	3	1158078	-1255	-1.084e-3	-2.3324
3455	2	1157743	936	8.085e-4	1.7398
3457	1	578537	-2	-3.457e-6	-0.0037
3458	4	2313476	1603	6.929e-4	2.9809
3459	2	1156403	798	6.901e-4	1.4842
3461	1	577867	-468	-8.099e-4	-0.8707
3462	3	1155402	-427	-3.696e-4	-0.7945
3463	1	577533	54	9.350e-5	0.1005
3466	2	577035	-958	-1.660e-3	-1.7835
3467	1	576867	152	2.635e-4	0.2830
3469	1	576535	150	2.602e-4	0.2794
3470	3	1152738	-1701	-1.476e-3	-3.1686
3471	3	2304812	-2205	-9.567e-4	-4.1081
3473	2	1151742	81	7.033e-5	0.1510
3477	3	2300834	-775	-3.368e-4	-1.4451
3478	3	1150086	411	3.574e-4	0.7665
3482	2	574383	-380	-6.616e-4	-0.7091
3485	3	2295553	-306	-1.333e-4	-0.5712
3486	4	2294894	123	5.360e-5	0.2297
3487	2	1147118	-791	-6.896e-4	-1.4771
3489	2	1146461	638	5.565e-4	1.1917
3490	3	1146131	-172	-1.501e-4	-0.3213
3491	1	572901	242	4.224e-4	0.4522
3493	2	1145147	1024	8.942e-4	1.9138
3494	2	572409	84	1.467e-4	0.1570
3495	3	2288985	-1800	-7.864e-4	-3.3651
3497	2	1143837	2150	1.880e-3	4.0206
3498	4	2287020	3457	1.512e-3	6.4656
3499	1	571591	-102	-1.784e-4	-0.1908
3502	3	1142206	-1563	-1.368e-3	-2.9249
3503	2	1141878	-673	-5.894e-4	-1.2596
3505	2	1141227	1104	9.674e-4	2.0669
3506	2	570451	-1296	-2.272e-3	-2.4267
3507	3	2281151	624	2.735e-4	1.1686
3511	1	569639	600	1.053e-3	1.1243
3513	2	1138627	824	7.237e-4	1.5444
3514	3	1138303	-958	-8.416e-4	-1.7958
3515	3	2275961	1500	6.591e-4	2.8122
3517	1	568667	-770	-1.354e-3	-1.4440
3518	2	568505	-134	-2.357e-4	-0.2513
3521	2	1136041	-1226	-1.079e-3	-2.3005
3522	3	1135718	1077	9.483e-4	2.0212
3523	2	1135395	-1630	-1.436e-3	-3.0595
3526	3	1134429	1466	1.292e-3	2.7528
3527	1	567055	-172	-3.033e-4	-0.3230
3529	1	566733	108	1.906e-4	0.2029
3530	3	1133145	-1912	-1.687e-3	-3.5923
3531	3	2265646	-465	-2.052e-4	-0.8738
3533	1	566091	-1134	-2.003e-3	-2.1315
3534	4	2263724	2231	9.855e-4	4.1940
3535	3	2263083	-294	-1.299e-4	-0.5528
3538	3	1130582	1871	1.655e-3	3.5193
3539	1	565131	-324	-5.733e-4	-0.6095
3541	1	564813	-92	-1.629e-4	-0.1731
3542	4	2258612	-1277	-5.654e-4	-2.4033
3543	2	1128987	142	1.258e-4	0.2673
3545	2	1128350	647	5.734e-4	1.2182
3547	1	563857	516	9.151e-4	0.9718
3551	2	1126443	592	5.255e-4	1.1156
3553	3	2251618	-653	-2.900e-4	-1.2309
3554	2	562747	-342	-6.077e-4	-0.6447
3557	1	562271	-208	-3.699e-4	-0.3923
3558	3	1124227	872	7.756e-4	1.6448
3559	1	561955	1176	2.093e-3	2.2186
3561	2	1123279	2214	1.971e-3	4.1780
3562	3	1122966	863	7.685e-4	1.6288
3563	2	1122650	291	2.592e-4	0.5493
3565	3	2244039	1166	5.196e-4	2.2015
3566	2	560853	280	4.992e-4	0.5287
3567	3	2242781	2902	1.294e-3	5.4809
3569	2	1120762	1209	1.079e-3	2.2840
3570	5	4481793	-1774	-3.958e-4	-3.3519
3571	1	560067	-216	-3.857e-4	-0.4082
3574	2	559597	-20	-3.574e-5	-0.0378
3578	2	558971	-858	-1.535e-3	-1.6230
3579	2	1117630	873	7.811e-4	1.6516
3581	1	558503	106	1.898e-4	0.2006
3583	1	558191	1080	1.935e-3	2.0443
3585	3	2231521	2100	9.411e-4	3.9762
3586	3	1115449	1296	1.162e-3	2.4542
3587	2	1115138	-61	-5.470e-5	-0.1155
3589	2	1114517	-1060	-9.511e-4	-2.0081
3590	3	1114206	143	1.283e-4	0.2709
3593	1	556637	-6	-1.078e-5	-0.0114
3594	3	1112966	773	6.945e-4	1.4654
3595	2	1112657	2070	1.860e-3	3.9248
3597	3	2224076	-183	-8.228e-5	-0.3471
3598	3	1111729	424	3.814e-4	0.8043
3599	2	1111418	-985	-8.863e-4	-1.8686
3601	2	1110803	-484	-4.357e-4	-0.9185
3602	2	555247	-1048	-1.887e-3	-1.9890
3603	2	1110186	1003	9.035e-4	1.9039
3605	3	2219140	-2245	-1.012e-3	-4.2625
3606	3	1109262	-901	-8.123e-4	-1.7110
3607	1	554477	558	1.006e-3	1.0598
3611	2	1107727	-602	-5.435e-4	-1.1440
3613	1	553557	-18	-3.252e-5	-0.0342
3614	3	1106806	1285	1.161e-3	2.4429
3615	3	2213002	-1111	-5.020e-4	-2.1124
3617	1	552945	636	1.150e-3	1.2096
3619	3	2210555	-1348	-6.098e-4	-2.5644
3621	3	2209334	-1281	-5.798e-4	-2.4376
3622	2	552181	-56	-1.014e-4	-0.1066
3623	1	552029	572	1.036e-3	1.0888
3629	2	1102233	-984	-8.927e-4	-1.8745
3631	1	550813	-164	-2.977e-4	-0.3125
3633	3	2202036	-65	-2.952e-5	-0.1239
3634	3	1100715	688	6.250e-4	1.3115
3635	2	1100413	-1368	-1.243e-3	-2.6082
3637	1	549903	1264	2.299e-3	2.4106
3638	3	1099505	2430	2.210e-3	4.6349
3639	2	1099203	-342	-3.111e-4	-0.6524
3641	2	1098599	1048	9.539e-4	1.9997
3642	3	1098298	-413	-3.760e-4	-0.7882
3643	1	548999	512	9.326e-4	0.9772
3646	2	548547	-648	-1.181e-3	-1.2373
3647	2	1096791	560	5.106e-4	1.0694
3649	2	1096190	-1153	-1.052e-3	-2.2025
3651	2	1095590	279	2.547e-4	0.5331
3653	2	1094990	-291	-2.658e-4	-0.5562
3655	3	2188782	-2181	-9.964e-4	-4.1696
3657	3	2187586	2163	9.888e-4	4.1364
3658	3	1093494	-841	-7.691e-4	-1.6085
3659	1	546597	346	6.330e-4	0.6618
3661	2	1092598	203	1.858e-4	0.3884
3662	2	546149	-1182	-2.164e-3	-2.2619
3665	2	1091406	-1139	-1.044e-3	-2.1805
3666	4	2182214	-1635	-7.492e-4	-3.1305
3667	2	1090810	1135	1.041e-3	2.1735
3669	2	1090215	1082	9.925e-4	2.0725
3670	3	1089918	-903	-8.285e-4	-1.7299
3671	1	544811	722	1.325e-3	1.3833
3673	1	544515	-478	-8.778e-4	-0.9161
3674	3	1088731	-106	-9.736e-5	-0.2032
3677	1	543921	-194	-3.567e-4	-0.3720
3678	3	1087547	-1258	-1.157e-3	-2.4126
3679	2	1087251	-80	-7.358e-5	-0.1534
3682	3	1086366	-1597	-1.470e-3	-3.0644
3683	2	1086071	766	7.053e-4	1.4700
3685	3	2170964	1035	4.767e-4	1.9868
3686	3	1085187	1196	1.102e-3	2.2962
3687	2	1084893	930	8.572e-4	1.7857
3689	3	2168610	-491	-2.264e-4	-0.9431
3691	1	541859	-90	-1.661e-4	-0.1729
3693	2	1083130	-607	-5.604e-4	-1.1665
3694	2	541419	-416	-7.684e-4	-0.7995
3695	2	1082543	1194	1.103e-3	2.2952
3697	1	540979	1330	2.459e-3	2.5573
3701	1	540395	-276	-5.107e-4	-0.5310
3702	3	1080497	-404	-3.739e-4	-0.7773
3705	4	4318488	97	2.246e-5	0.1867
3706	3	1079330	927	8.589e-4	1.7846
3707	2	1079039	1070	9.916e-4	2.0601
3709	1	539229	1710	3.171e-3	3.2932
3710	4	2156332	103	4.777e-5	0.1984
3711	2	1077877	-1240	-1.150e-3	-2.3887
3713	2	1077295	-708	-6.572e-4	-1.3643
3714	3	1077006	-2103	-1.953e-3	-4.0528
3715	2	1076717	-1474	-1.369e-3	-2.8410
3719	1	537779	232	4.314e-4	0.4474
3722	2	537345	-82	-1.526e-4	-0.1582
3723	3	2148804	-599	-2.788e-4	-1.1558
3727	1	536625	1160	2.162e-3	2.2394
3729	3	2145347	-368	-1.715e-4	-0.7106
3730	3	1072386	-927	-8.644e-4	-1.7903
3731	3	2144197	640	2.985e-4	1.2362
3733	1	535763	816	1.523e-3	1.5766
3734	2	535619	-102	-1.904e-4	-0.1971
3737	2	1070377	1840	1.719e-3	3.5570
3738	4	2140181	-1164	-5.439e-4	-2.2505
3739	1	534903	-22	-4.113e-5	-0.0425
3741	3	2138466	-1917	-8.964e-4	-3.7078
3742	2	534473	-2	-3.742e-6	-0.0039
3743	2	1068662	-2103	-1.968e-3	-4.0686
3745	3	2136182	1125	5.266e-4	2.1771
3746	2	533903	2	3.746e-6	0.0039
3747	2	1067521	-108	-1.012e-4	-0.2091
3749	2	1066950	879	8.238e-4	1.7019
3754	2	532765	-1220	-2.290e-3	-2.3638
3755	2	1065246	725	6.806e-4	1.4049
3758	2	532197	156	2.931e-4	0.3024
3759	3	2128227	-1118	-5.253e-4	-2.1676
3761	1	531773	842	1.583e-3	1.6329
3763	2	1062982	967	9.097e-4	1.8758
3765	3	2124834	2437	1.147e-3	4.7287
3766	3	1062135	360	3.389e-4	0.6986
3767	1	530927	-168	-3.164e-4	-0.3261
3769	1	530645	406	7.651e-4	0.7882
3770	4	2122015	1996	9.406e-4	3.8755
3774	4	2119766	-1495	-7.053e-4	-2.9043
3777	2	1059042	1753	1.655e-3	3.4069
3778	2	529381	-774	-1.462e-3	-1.5044
3779	1	529241	-10	-1.889e-5	-0.0194
3781	2	1057922	-1635	-1.545e-3	-3.1792
3782	3	1057642	1617	1.529e-3	3.1446
3783	3	2114724	801	3.788e-4	1.5579
3785	2	1056802	-1929	-1.825e-3	-3.7529
3786	3	1056525	318	3.010e-4	0.6188
3787	2	1056246	-1015	-9.610e-4	-1.9752
3790	3	1055410	973	9.219e-4	1.8942
3791	2	1055130	739	7.004e-4	1.4389
3793	1	527287	292	5.538e-4	0.5687
3794	3	1054297	2272	2.155e-3	4.4254
3795	4	4216075	1658	3.933e-4	3.2299
3797	1	526731	-350	-6.645e-4	-0.6820
3799	2	1052910	-723	-6.867e-4	-1.4092
3801	3	2104709	374	1.777e-4	0.7292
3802	2	526039	-782	-1.487e-3	-1.5248
3803	1	525901	50	9.507e-5	0.0975
3805	2	1051249	1460	1.389e-3	2.8479
3806	3	1050973	-724	-6.889e-4	-1.4124
3809	2	1050145	-136	-1.295e-4	-0.2654
3810	4	2099738	-1713	-8.158e-4	-3.3436
3811	2	1049594	39	3.716e-5	0.0761
3813	3	2098085	458	2.183e-4	0.8943
3814	2	524383	632	1.205e-3	1.2343
3815	3	2096985	972	4.635e-4	1.8985
3817	2	1047943	-236	-2.252e-4	-0.4611
3818	3	1047670	511	4.877e-4	0.9985
3819	3	2094789	1072	5.117e-4	2.0949
3821	1	523423	24	4.585e-5	0.0469
3823	1	523149	-310	-5.926e-4	-0.6061
3826	2	522739	-374	-7.155e-4	-0.7316
3827	2	1045205	992	9.491e-4	1.9406
3829	2	1044659	-78	-7.467e-5	-0.1526
3830	3	1044387	-728	-6.971e-4	-1.4247
3831	2	1044114	1675	1.604e-3	3.2785
3833	1	521785	92	1.763e-4	0.1801
3835	3	2086049	-442	-2.119e-4	-0.8656
3837	2	1042481	58	5.564e-5	0.1136
3838	3	1042210	309	2.965e-4	0.6054
3839	2	1041938	-667	-6.402e-4	-1.3069
3841	2	1041395	822	7.893e-4	1.6110
3842	3	1041125	-1350	-1.297e-3	-2.6461
3845	2	1040313	1470	1.413e-3	2.8825
3846	3	1040042	979	9.413e-4	1.9199
3847	1	519885	712	1.370e-3	1.3965
3849	2	1039231	272	2.617e-4	0.5336
3851	1	519345	550	1.059e-3	1.0793
3853	1	519077	806	1.553e-3	1.5821
3854	3	1037882	-109	-1.050e-4	-0.2140
3855	3	2075227	-794	-3.826e-4	-1.5590
3857	3	2074151	2092	1.009e-3	4.1085
3858	3	1036806	-591	-5.700e-4	-1.1608
3859	2	1036538	-505	-4.872e-4	-0.9920
3862	2	517867	-480	-9.269e-4	-0.9433
3863	1	517733	736	1.422e-3	1.4466
3865	2	1034930	-1495	-1.445e-3	-2.9391
3866	2	517331	-1264	-2.443e-3	-2.4853
3867	2	1034394	1375	1.329e-3	2.7039
3869	2	1033859	-826	-7.989e-4	-1.6247
3873	2	1032791	-534	-5.170e-4	-1.0509
3874	3	1032525	-1570	-1.521e-3	-3.0901
3877	1	515863	106	2.055e-4	0.2087
3878	3	1031459	1024	9.928e-4	2.0165
3881	1	515331	1398	2.713e-3	2.7541
3882	3	1030397	-446	-4.328e-4	-0.8787
3883	2	1030131	-1076	-1.045e-3	-2.1203
3885	4	4118403	-2258	-5.483e-4	-4.4506
3886	3	1029337	440	4.275e-4	0.8674
3889	1	514271	968	1.882e-3	1.9089
3890	3	1028278	-455	-4.425e-4	-0.8974
3891	2	1028014	-1699	-1.653e-3	-3.3514
3893	2	1027486	-593	-5.771e-4	-1.1700
3894	4	2054443	716	3.485e-4	1.4129
3895	3	2053915	-1680	-8.180e-4	-3.3156
3898	2	513083	-504	-9.823e-4	-0.9951
3899	2	1025905	-162	-1.579e-4	-0.3199
3901	2	1025378	353	3.443e-4	0.6972
3902	2	512557	346	6.750e-4	0.6835
3903	2	1024853	1216	1.187e-3	2.4023
3905	3	2048655	930	4.540e-4	1.8378
3907	1	511901	308	6.017e-4	0.6088
3909	2	1023279	-2350	-2.297e-3	-4.6462
3910	4	2046036	-595	-2.908e-4	-1.1765
3911	1	511379	132	2.581e-4	0.2610
3913	3	2044468	231	1.130e-4	0.4569
3914	3	1021973	-1326	-1.297e-3	-2.6233
3917	1	510595	-514	-1.007e-3	-1.0173
3918	3	1020929	1484	1.454e-3	2.9374
3919	1	510335	12	2.351e-5	0.0238
3921	2	1020147	-646	-6.332e-4	-1.2792
3922	3	1019887	1184	1.161e-3	2.3448
3923	1	509813	894	1.754e-3	1.7707
3926	3	1018849	-2	-1.963e-6	-0.0040
3927	4	4074357	-358	-8.787e-5	-0.7094
3929	1	509035	1096	2.153e-3	2.1725
3930	4	2035623	1742	8.558e-4	3.4534
3931	1	508777	868	1.706e-3	1.7210
3934	3	1016778	-741	-7.288e-4	-1.4697
3935	2	1016518	519	5.106e-4	1.0295
3937	2	1016002	217	2.136e-4	0.4306
3938	3	1015745	508	5.001e-4	1.0081
3939	3	2030973	-922	-4.540e-4	-1.8299
3941	2	1014971	-1334	-1.314e-3	-2.6483
3943	1	507228	-459	-9.049e-4	-0.9114
3945	3	2027884	-1627	-8.023e-4	-3.2316
3946	2	506843	-388	-7.655e-4	-0.7707
3947	1	506713	386	7.618e-4	0.7669
3949	2	1012915	-396	-3.910e-4	-0.7869
3953	2	1011890	-1217	-1.203e-3	-2.4197
3954	3	1011634	-433	-4.280e-4	-0.8610
3955	3	2022756	-1597	-7.895e-4	-3.1760
3957	2	1010867	-36	-3.561e-5	-0.0716
3958	2	505305	-490	-9.697e-4	-0.9748
3959	2	1010357	536	5.305e-4	1.0665
3961	2	1009846	-529	-5.238e-4	-1.0528
3962	3	1009591	792	7.845e-4	1.5765
3963	2	1009337	-890	-8.818e-4	-1.7717
3965	3	2017655	2020	1.001e-3	4.0223
3966	3	1008573	758	7.516e-4	1.5095
3967	1	504159	820	1.626e-3	1.6332
3970	3	1007557	-774	-7.682e-4	-1.5422
3973	2	1006795	-828	-8.224e-4	-1.6504
3974	2	503271	-1154	-2.293e-3	-2.3005
3977	2	1005783	56	5.568e-5	0.1117
3979	2	1005278	-1287	-1.280e-3	-2.5672
3981	2	1004773	-1260	-1.254e-3	-2.5140
3982	3	1004521	-78	-7.765e-5	-0.1556
3983	2	1004269	518	5.158e-4	1.0338
3985	2	1003765	-988	-9.843e-4	-1.9723
3986	2	501757	-8	-1.594e-5	-0.0160
3989	1	501379	50	9.972e-5	0.0999
3990	5	4010025	2016	5.027e-4	4.0270
3991	2	1002254	-97	-9.678e-5	-0.1938
3994	2	500751	-990	-1.977e-3	-1.9785
3995	3	2002502	-571	-2.851e-4	-1.1413
3997	2	1000751	-250	-2.498e-4	-0.4998
3998	2	500251	-550	-1.099e-3	-1.0997
3999	3	2000500	727	3.634e-4	1.4538
4001	1	499875	282	5.641e-4	0.5641
4002	4	1999001	1158	5.793e-4	2.3166
4003	1	499625	644	1.289e-3	1.2885
4006	2	499251	-328	-6.570e-4	-0.6565
4007	1	499127	204	4.087e-4	0.4084
4009	2	997754	-957	-9.592e-4	-1.9162
4010	3	997506	1087	1.090e-3	2.1767
4011	3	1994516	747	3.745e-4	1.4961
4013	1	498381	168	3.371e-4	0.3365
4015	3	1992529	-1004	-5.039e-4	-2.0118
4017	3	1991535	284	1.426e-4	0.5692
4019	1	497637	700	1.407e-3	1.4033
4021	1	497389	938	1.886e-3	1.8809
4022	2	497265	-336	-6.757e-4	-0.6738
4026	4	1987084	-1437	-7.232e-4	-2.8833
4027	1	496647	442	8.900e-4	0.8870
4029	3	1985604	-1679	-8.456e-4	-3.3702
4030	4	1985111	6	3.023e-6	0.0120
4031	2	992310	441	4.444e-4	0.8854
4033	2	991818	-897	-9.044e-4	-1.8014
4034	2	495785	-114	-2.299e-4	-0.2290
4035	3	1982652	641	3.233e-4	1.2876
4037	2	990835	898	9.063e-4	1.8043
4038	3	990590	-545	-5.502e-4	-1.0952
4039	2	990345	-414	-4.180e-4	-0.8320
4042	3	989610	-1173	-1.185e-3	-2.3583
4043	2	989365	1672	1.690e-3	3.3619
4045	2	988875	500	5.056e-4	1.0056
4047	3	1976773	-270	-1.366e-4	-0.5432
4049	1	493949	36	7.288e-5	0.0724
4051	1	493705	1064	2.155e-3	2.1415
4053	3	1973846	2403	1.217e-3	4.8377
4054	2	493339	28	5.676e-5	0.0564
4055	2	986437	-1128	-1.144e-3	-2.2715
4057	1	492975	900	1.826e-3	1.8128
4058	2	492853	-458	-9.293e-4	-0.9226
4061	2	984979	-1160	-1.178e-3	-2.3376
4062	3	984737	924	9.383e-4	1.8623
4063	2	984494	-1567	-1.592e-3	-3.1586
4065	3	1968020	2823	1.434e-3	5.6917
4066	3	983767	-14	-1.423e-5	-0.0282
4069	2	983042	377	3.835e-4	0.7605
4070	4	1965602	-299	-1.521e-4	-0.6032
4071	3	1965119	-1000	-5.089e-4	-2.0177
4073	1	491039	744	1.515e-3	1.5015
4074	4	1963673	1280	6.518e-4	2.5836
4078	2	490437	160	3.262e-4	0.3231
4079	1	490317	1516	3.092e-3	3.0618
4081	3	1960303	1368	6.979e-4	2.7636
4082	3	979911	-432	-4.409e-4	-0.8728
4083	2	979671	1054	1.076e-3	2.1298
4085	3	1958385	1600	8.170e-4	3.2338
4087	2	978713	-442	-4.516e-4	-0.8936
4089	3	1956469	2102	1.074e-3	4.2505
4090	3	977994	1643	1.680e-3	3.3228
4091	1	488879	404	8.264e-4	0.8171
4093	1	488639	846	1.731e-3	1.7116
4094	3	977039	-298	-3.050e-4	-0.6030
4097	2	976325	-582	-5.961e-4	-1.1780
4098	3	976086	1341	1.374e-3	2.7147
4099	1	487923	46	9.428e-5	0.0931
4101	2	975371	578	5.926e-4	1.1705
4102	3	975134	273	2.800e-4	0.5529
4103	2	974897	-858	-8.801e-4	-1.7380
4105	2	974421	-458	-4.700e-4	-0.9279
4106	2	487093	-342	-7.021e-4	-0.6930
4109	2	973473	490	5.034e-4	0.9933
4110	4	1946473	818	4.202e-4	1.6583
4111	1	486499	240	4.933e-4	0.4866
4115	2	972054	-2253	-2.318e-3	-4.5703
4117	2	971582	-299	-3.077e-4	-0.6067
4118	3	971346	981	1.010e-3	1.9907
4119	2	971110	789	8.125e-4	1.6013
4121	2	970638	-1805	-1.860e-3	-3.6642
4123	3	1940335	470	2.422e-4	0.9543
4126	2	484731	-242	-4.992e-4	-0.4916
4127	1	484613	1040	2.146e-3	2.1128
4129	1	484379	628	1.297e-3	1.2761
4130	4	1937046	837	4.321e-4	1.7010
4133	1	483909	100	2.067e-4	0.2033
4134	4	1935172	-151	-7.803e-5	-0.3070
4135	2	967351	-388	-4.011e-4	-0.7890
4137	3	1933769	-1256	-6.495e-4	-2.5547
4138	2	483325	-928	-1.920e-3	-1.8877
4139	1	483209	440	9.106e-4	0.8952
4141	2	965950	-249	-2.578e-4	-0.5067
4142	3	965718	429	4.442e-4	0.8731
4143	2	965483	-628	-6.505e-4	-1.2783
4145	2	965018	-127	-1.316e-4	-0.2586
4146	3	964786	-1071	-1.110e-3	-2.1807
4147	3	1929106	3371	1.747e-3	6.8648
4151	2	963622	-1295	-1.344e-3	-2.6384
4153	1	481579	692	1.437e-3	1.4102
4154	3	962927	-82	-8.516e-5	-0.1671
4155	3	1925391	-1978	-1.027e-3	-4.0319
4157	1	481117	944	1.962e-3	1.9247
4159	1	480885	368	7.653e-4	0.7505
4161	3	1922614	-487	-2.533e-4	-0.9934
4162	2	480539	-798	-1.661e-3	-1.6280
4163	2	960846	-1645	-1.712e-3	-3.3564
4166	2	480077	-100	-2.083e-4	-0.2041
4169	2	959463	-1822	-1.899e-3	-3.7202
4170	4	1918465	628	3.273e-4	1.2824
4171	2	959002	-455	-4.745e-4	-0.9292
4173	3	1917086	-1025	-5.347e-4	-2.0939
4174	2	479157	-792	-1.653e-3	-1.6181
4177	1	478813	-324	-6.767e-4	-0.6622
4178	2	478697	-586	-1.224e-3	-1.1978
4179	3	1914333	-688	-3.594e-4	-1.4065
4181	2	956710	-623	-6.512e-4	-1.2739
4182	4	1912961	-688	-3.597e-4	-1.4070
4183	2	956251	-326	-3.409e-4	-0.6667
4186	4	1911132	715	3.741e-4	1.4629
4187	2	955338	-1173	-1.228e-3	-2.4002
